term,unigram pos,123 ngram pos,uni vs 123 ngram
thorax)),review,review,Same
pyrrichus,review,review,Same
m[-,review,review,Same
-,punctuation,punctuation,Same
-]i,review,review,Same
tamen+,adverb,adverb,Same
hyacinthus,noun,noun,Same
verginiam,review,review,Same
suam,adjective,adjective,Same
rufula,review,review,Same
&#60;:textus,review,review,Same
in,preposition,preposition,Same
tabula,noun,noun,Same
ansata&#62;,review,review,Same
augusto,noun,noun,Same
evodius,review,review,Same
propero,review,review,Same
sava,review,review,Same
fac,verb,verb,Same
ames,review,review,Same
((:palmae)),review,review,Same
habitaverunt,review,review,Same
rufa,review,review,Same
ita,adverb,adverb,Same
contra,preposition,adverb,NOT same
υφαμτ,review,review,Same
ser,review,review,Same
ammonium,review,review,Same
vetio,review,review,Same
lucium,review,review,Same
plotium,review,review,Same
soterichianus,review,review,Same
abcdefghiklmnopqrstvx,review,review,Same
vernionis,review,review,Same
beliatus,review,review,Same
genialis,review,review,Same
thelone,review,review,Same
&#60;:retrogradum&#62;,review,review,Same
c((signum))oeivs,conjunction,conjunction,Same
sisininus,review,review,Same
phyl,review,review,Same
severo,review,review,Same
anicetia`ania´ne,review,review,Same
axungiam,review,review,Same
alium,adjective,adjective,Same
manipulos,review,review,Same
fures,review,review,Same
&#60;:pone,review,review,Same
hanc?&#62;,pronoun,pronoun,Same
&#60;:infra?&#62;,review,review,Same
nexa,review,review,Same
vita,noun,noun,Same
anima,noun,noun,Same
coma,noun,noun,Same
interna,review,review,Same
fine,review,review,Same
locabo,review,review,Same
ca[+4+],review,review,Same
carnem,review,review,Same
renes,noun,noun,Same
iecur,review,review,Same
anum,review,review,Same
aciem,noun,noun,Same
aciemque,review,review,Same
utinam,adverb,adverb,Same
emoria,review,review,Same
tu[r,pronoun,pronoun,Same
m],review,review,Same
axumus,review,review,Same
(:maximus),review,review,Same
precor,verb,verb,Same
huius,pronoun,pronoun,Same
capillu,review,review,Same
carne,noun,noun,Same
ren,review,review,Same
edas,review,review,Same
lepidi,adjective,adjective,Same
possidius,review,review,Same
a[-,preposition,exclamation,NOT same
-,punctuation,punctuation,Same
],punctuation,punctuation,Same
habitabit,verb,verb,Same
atilius,review,review,Same
galerii,review,review,Same
cereales,review,review,Same
sint,verb,verb,Same
cumis,noun,noun,Same
siquis,review,review,Same
variae,review,review,Same
am,review,review,Same
hervi,review,review,Same
quinto,review,review,Same
postumio,review,review,Same
eat,verb,verb,Same
th,review,review,Same
soles,verb,verb,Same
rhenus,review,review,Same
&#60;:proxima,review,review,Same
stria&#62;,review,review,Same
vesub,review,review,Same
decimius,review,review,Same
cohortis,noun,noun,Same
praetorianae,review,review,Same
piero,review,review,Same
ver+++,review,review,Same
fortuna,noun,noun,Same
sic,adverb,adverb,Same
hyginus,review,review,Same
numini,review,review,Same
silentiolus,review,review,Same
((:nomen,review,review,Same
silentiolus,review,review,Same
in,preposition,preposition,Same
forma,noun,noun,Same
navis,noun,noun,Same
scriptum)),participle,participle,Same
l---,review,review,Same
p---,review,review,Same
valeant,verb,verb,Same
spedio,review,review,Same
antymo,review,review,Same
redibis,review,review,Same
e,preposition,preposition,Same
pompeiano,review,review,Same
augustalis,review,review,Same
[-,review,review,Same
-,punctuation,punctuation,Same
-]+,review,review,Same
titius,review,review,Same
v+,numeral,numeral,Same
tuque,review,review,Same
maias,review,review,Same
periit,verb,verb,Same
consul,noun,noun,Same
lollianus,review,review,Same
5,review,review,Same
ampelus,review,review,Same
[---]ccus,review,review,Same
glaucus,review,review,Same
asas,review,review,Same
numero,noun,noun,Same
anaticulas,review,review,Same
clodia,review,review,Same
venatio,review,review,Same
pugnabit,review,review,Same
kalendis,noun,noun,Same
septembris,review,review,Same
ursos,review,review,Same
((:phalli,review,review,Same
figura)),review,review,Same
theorus,review,review,Same
tamen,adverb,adverb,Same
mazgaba,review,review,Same
+++[]s,review,review,Same
puteolanis,review,review,Same
nucherinis,review,review,Same
felicia,review,review,Same
uncum,review,review,Same
petecusanis,review,review,Same
collatius,review,review,Same
victrix,review,review,Same
longinus,noun,noun,Same
idu[s,review,review,Same
iu]lias,review,review,Same
accepit,verb,verb,Same
hilare,review,review,Same
sturnus,review,review,Same
amator,noun,noun,Same
vitae,noun,noun,Same
meminit,verb,verb,Same
scio,verb,verb,Same
aquiti,review,review,Same
mortis,noun,noun,Same
taeduisti,review,review,Same
mysine,review,review,Same
〚+10+v〛,review,review,Same
etsi,conjunction,conjunction,Same
qua,pronoun,pronoun,Same
miserus,review,review,Same
paenulam,review,review,Same
palliolum,review,review,Same
[posita,punctuation,punctuation,Same
ad,preposition,preposition,Same
fau]stillam,review,review,Same
pr[o---],review,review,Same
usura,review,review,Same
amata,review,review,Same
admiror,review,review,Same
paries,review,review,Same
cecidisse,verb,verb,Same
ruina,noun,noun,Same
sacaba,review,review,Same
caramilus,review,review,Same
&#60;:lectio,review,review,Same
incerta&#62;,adjective,adjective,Same
((:duo,review,review,Same
gladiatores,noun,noun,Same
a,preposition,exclamation,NOT same
quibus,pronoun,pronoun,Same
alter,adjective,adjective,Same
sub,preposition,preposition,Same
sac,review,review,Same
alterum,adjective,adjective,Same
sub,preposition,preposition,Same
m,review,review,Same
tridente,noun,noun,Same
petit)),verb,verb,Same
facilis,adjective,adjective,Same
irrumo,review,review,Same
v+++k+++as,numeral,numeral,Same
fellatrix,review,review,Same
heribus,review,review,Same
miscella,review,review,Same
&#60;:cupimus&#62;,review,review,Same
visere,verb,verb,Same
lares,noun,noun,Same
casium,review,review,Same
sc[-,review,review,Same
-,punctuation,punctuation,Same
-]rios,review,review,Same
habes,verb,verb,Same
[iamque,punctuation,punctuation,Same
omn]es,review,review,Same
vicini,noun,noun,Same
incendia,noun,noun,Same
participantur,review,review,Same
facia]m,review,review,Same
tradere,verb,verb,Same
++++++++,review,review,Same
martias,review,review,Same
numisii,review,review,Same
gladiatorum,review,review,Same
paria,review,review,Same
herculani,review,review,Same
sei[-,review,review,Same
-,punctuation,punctuation,Same
-],review,review,Same
odem[-,review,review,Same
-,punctuation,punctuation,Same
-],review,review,Same
pompe&#60;:vacat&#62;,review,review,Same
lardi,review,review,Same
asse,noun,noun,Same
oleum,noun,noun,Same
suarium,review,review,Same
stellio,review,review,Same
ενης,review,review,Same
σα++πι,participle,participle,Same
μ++μ,pronoun,pronoun,Same
νικλαπαν,review,review,Same
quibus,pronoun,pronoun,Same
sec+dus,review,review,Same
secu+,review,review,Same
((:certamen,review,review,Same
gladiatorum)),review,review,Same
[---]++,review,review,Same
ἐπ’,preposition,preposition,Same
ἀφροδισίας,review,review,Same
ta++++++onsiii,review,review,Same
δη,review,review,Same
λικιο,review,review,Same
extan[+1+],review,review,Same
pisu,review,review,Same
quinque,numeral,numeral,Same
euplus,review,review,Same
hodie,adverb,adverb,Same
nocea[-,review,review,Same
-,punctuation,punctuation,Same
m]ecio,review,review,Same
vi+iv+a,noun,noun,Same
ca+bi,review,review,Same
vasileus,review,review,Same
habitat,verb,verb,Same
castris,noun,noun,Same
august[i-,review,review,Same
-,punctuation,punctuation,Same
-],review,review,Same
sub,preposition,preposition,Same
valeri[o-,review,review,Same
-,punctuation,punctuation,Same
-],review,review,Same
carm,review,review,Same
+iron,review,review,Same
t---,review,review,Same
lux,noun,noun,Same
no&#60;:vacat&#62;ni,review,review,Same
ὀνήσιμε,review,review,Same
κλίδισον,review,review,Same
μίαινε,review,review,Same
θεῶν,noun,noun,Same
ἐκτημένην,review,review,Same
ἐπύγισα,review,review,Same
γω,review,review,Same
[----]+ειν,review,review,Same
[----]+ειω,review,review,Same
ο,adjective,adjective,Same
θ+ορι,review,review,Same
pv+iiidis,review,review,Same
oliva,review,review,Same
condita,review,review,Same
novembres,review,review,Same
fem[---]s,review,review,Same
a[---],preposition,exclamation,NOT same
[---,review,review,Same
acce]pit,review,review,Same
crusali,review,review,Same
valentina,review,review,Same
c+,conjunction,conjunction,Same
augustas,review,review,Same
atinas,review,review,Same
ursus,noun,noun,Same
montani,review,review,Same
++νιε+++,review,review,Same
traces,review,review,Same
+αρ++++++,review,review,Same
++δω++++++,review,review,Same
ζήτημα++++,noun,noun,Same
+τ+++++α,review,review,Same
++ν++++τια,review,review,Same
εχ++++ον+,review,review,Same
militibus,noun,noun,Same
valeamus,review,review,Same
recte,adverb,adverb,Same
vexillum,review,review,Same
caecilius,review,review,Same
[---]rio,review,review,Same
isidoru,review,review,Same
((:viri,review,review,Same
caput)),noun,noun,Same
numerus,noun,noun,Same
centrv+,review,review,Same
decimus,adjective,adjective,Same
thraso,review,review,Same
sacenio,review,review,Same
loco,noun,noun,Same
habeo,verb,verb,Same
+iuilius,review,review,Same
trifolio,review,review,Same
cai,review,review,Same
flavi,review,review,Same
librari,review,review,Same
domus,noun,noun,Same
lolli,review,review,Same
ager,review,review,Same
emptus,review,review,Same
av,review,review,Same
varrvm+ri,review,review,Same
rogavit,review,review,Same
attium,review,review,Same
pedicarem,review,review,Same
phryges,review,review,Same
extabant,review,review,Same
agit,verb,verb,Same
apex,review,review,Same
dexter,review,review,Same
((:gladiatores,review,review,Same
inter,preposition,preposition,Same
se,pronoun,pronoun,Same
dimicantes)),review,review,Same
satura,review,review,Same
puteolani,review,review,Same
burrus,review,review,Same
petat,review,review,Same
ἐπαφρᾶ,review,review,Same
vol,review,review,Same
marcello,noun,noun,Same
bona[---],noun,noun,Same
hectic,review,review,Same
[+10+,review,review,Same
plu]rimam,review,review,Same
φάβιος,review,review,Same
[---]n,review,review,Same
ore,noun,noun,Same
ap[---],review,review,Same
[---]sumat,review,review,Same
aut,conjunction,conjunction,Same
ea,pronoun,pronoun,Same
va[---],review,review,Same
[---]sumpti,review,review,Same
opus,noun,noun,Same
[---]udam,review,review,Same
eu,review,review,Same
ei[---]vdai,pronoun,exclamation,NOT same
mita,review,review,Same
vis,noun,noun,Same
pastores,review,review,Same
atque,conjunction,conjunction,Same
caste,review,review,Same
monit,review,review,Same
erga,review,review,Same
pugiles,review,review,Same
epaphrodite,review,review,Same
renibus,review,review,Same
corvenius,review,review,Same
pereat,verb,verb,Same
tanto,adjective,adverb,NOT same
v̅v̅,numeral,numeral,Same
i̅i̅i̅,verb,verb,Same
v̅,numeral,numeral,Same
iii((semis)),numeral,numeral,Same
ἔλαβες,verb,verb,Same
παρέχρησας,review,review,Same
ἀπήνεγκες,review,review,Same
εδρεϲ,review,review,Same
μεζηθικλλι,review,review,Same
ξοπ[---],review,review,Same
symmachus,review,review,Same
irrumat,review,review,Same
siccia,review,review,Same
eucapa,review,review,Same
gaius,review,review,Same
sabinius,review,review,Same
statio,review,review,Same
&#60;:vv,review,review,Same
2-4,review,review,Same
intra,preposition,preposition,Same
lineis,review,review,Same
dispositis,participle,participle,Same
in,preposition,preposition,Same
quadrato,review,review,Same
scripti,participle,participle,Same
sunt&#62;,verb,verb,Same
gustas,review,review,Same
nuceriae,review,review,Same
bibes,review,review,Same
nucc++++es,review,review,Same
caesia,review,review,Same
n[---],review,review,Same
parvum,review,review,Same
p[---],review,review,Same
bibe,review,review,Same
lude[---],review,review,Same
semper[---],adverb,adverb,Same
sautrane,review,review,Same
sitiens,review,review,Same
praebuit,verb,verb,Same
petilius,review,review,Same
ornamenta,noun,noun,Same
fausto,review,review,Same
siloni,review,review,Same
honoris,noun,noun,Same
causa,noun,noun,Same
suri,review,review,Same
liberti,noun,noun,Same
aphrodite,review,review,Same
t[--]u,review,review,Same
formosus,review,review,Same
isse,verb,verb,Same
issus,review,review,Same
postima,review,review,Same
((:piscis,review,review,Same
nat,verb,verb,Same
ad,preposition,preposition,Same
sin)),conjunction,conjunction,Same
amicus,noun,noun,Same
umbricia,review,review,Same
mario,noun,noun,Same
quovis,pronoun,pronoun,Same
unguentarius,noun,noun,Same
optime,adverb,adverb,Same
venerem,review,review,Same
poppaeae,review,review,Same
triquinias,review,review,Same
modesti,review,review,Same
rare,review,review,Same
lali,review,review,Same
valens,review,review,Same
ìas,review,review,Same
charca,review,review,Same
meam,adjective,adjective,Same
syra,review,review,Same
amethyste,review,review,Same
ruinis,review,review,Same
tot,adverb,adverb,Same
scriptorum,noun,noun,Same
taedia,noun,noun,Same
sustineas,review,review,Same
corusticus,review,review,Same
+ell++,review,review,Same
cerialis,review,review,Same
pmic+++rma,review,review,Same
vicccm,review,review,Same
textor,review,review,Same
coponiaes,review,review,Same
ancillam,review,review,Same
iridem,review,review,Same
quidem,adverb,adverb,Same
illum,pronoun,pronoun,Same
curat,verb,verb,Same
ille,pronoun,pronoun,Same
rogat,verb,verb,Same
illa,pronoun,pronoun,Same
commiseretur,review,review,Same
rivalis,noun,noun,Same
invidiose,review,review,Same
quia,conjunction,conjunction,Same
rumperis,review,review,Same
sectari,review,review,Same
formonsiorem,review,review,Same
pravissimus,review,review,Same
`q´suino,review,review,Same
titus,noun,noun,Same
irrius,review,review,Same
&#60;:adperpendiculum&#62;,review,review,Same
mystes,review,review,Same
communi,review,review,Same
salute,noun,noun,Same
turnum,review,review,Same
aequoribus,noun,noun,Same
ibat,verb,verb,Same
armis,noun,noun,Same
virtutis,noun,noun,Same
merces,noun,noun,Same
gloriae,noun,noun,Same
victoriae,noun,noun,Same
spem,noun,noun,Same
causas,noun,noun,Same
fullones,review,review,Same
ululamque,review,review,Same
cano,review,review,Same
non,adverb,adverb,Same
virumque,review,review,Same
stationem,review,review,Same
fecit,verb,verb,Same
lucianus,review,review,Same
ligaria,review,review,Same
purmentarium,review,review,Same
caseum,noun,noun,Same
om+,review,review,Same
accepi,verb,verb,Same
porcinam,review,review,Same
gavi+,review,review,Same
thraex,adjective,adjective,Same
s[---],review,review,Same
nescire,review,review,Same
dare,verb,verb,Same
pierus,review,review,Same
celadus,review,review,Same
papiri,review,review,Same
&#60;:servum&#62;,review,review,Same
amandu[m---]um,review,review,Same
medicavit,review,review,Same
venivit,review,review,Same
mulieri,noun,noun,Same
decimi,review,review,Same
lucreti,review,review,Same
onustus,review,review,Same
eques,noun,noun,Same
rationis,review,review,Same
saga,review,review,Same
murmillo,review,review,Same
frangere,review,review,Same
costas,noun,noun,Same
fustibus,review,review,Same
lumbos,review,review,Same
debilitare,review,review,Same
deae,noun,noun,Same
potest,verb,verb,Same
tenerum,review,review,Same
pertundere,review,review,Same
pectus,noun,noun,Same
possim,verb,verb,Same
caput,noun,noun,Same
fuste,noun,noun,Same
ἄπαις,noun,noun,Same
((:figurae,review,review,Same
hominum)),noun,noun,Same
αψοε,review,review,Same
ηθχα,review,review,Same
εyη,review,review,Same
ευη,review,review,Same
((:caput,review,review,Same
gladiatoris,review,review,Same
ad,preposition,preposition,Same
sin)),conjunction,conjunction,Same
πρυτανικός,review,review,Same
υτινι,review,review,Same
ξρακυτ,review,review,Same
γενος,review,review,Same
ν,preposition,preposition,Same
δημόκριτος,review,review,Same
κυβ,review,review,Same
τίτος,review,review,Same
((:aedes)),review,review,Same
εὐτύχει,review,review,Same
πολυπου,review,review,Same
ἀλέξανδρε,review,review,Same
εὐφροσύνη,review,review,Same
ὀνησίμου,review,review,Same
[---]γβαβ,review,review,Same
θελητὴ,review,review,Same
κυρία,review,review,Same
++++ικα+ακ,review,review,Same
ι+++,review,review,Same
μ+,pronoun,pronoun,Same
[--],review,review,Same
ἑαυτὸν,adjective,adjective,Same
γυνὴ,noun,noun,Same
ἀχάριστον,review,review,Same
((:feles)),review,review,Same
e++++,preposition,preposition,Same
[---]ηκου,review,review,Same
[---]κιοις,review,review,Same
αμ+++++,review,review,Same
πειπ++,review,review,Same
+++[--]+,review,review,Same
[-]++++[---],review,review,Same
ταθίου,review,review,Same
πρωτο,review,review,Same
+[---],review,review,Same
εὐχόμεθα,review,review,Same
εὐτυχεῖν,verb,verb,Same
μετὰ,preposition,preposition,Same
ἡμῶν,pronoun,pronoun,Same
σαβεῖνε,review,review,Same
εὐστα〚υτω〛θίου,review,review,Same
σὲ,pronoun,pronoun,Same
πολλ&#60;sup&#62;ο&#60;/sup&#62;ῖς,adjective,adjective,Same
ἔτεσιν,review,review,Same
φιλι+[---],review,review,Same
((:gladiator,review,review,Same
cum,conjunction,conjunction,Same
scuto,review,review,Same
et,conjunction,conjunction,Same
ferro,noun,noun,Same
ad,preposition,preposition,Same
sin,conjunction,conjunction,Same
provocator)),review,review,Same
((:gladiator,review,review,Same
cum,conjunction,conjunction,Same
scuto,review,review,Same
et,conjunction,conjunction,Same
corona)),noun,noun,Same
+[-]+ποται,review,review,Same
ιδειν,review,review,Same
δεσου++,review,review,Same
+++++ν,review,review,Same
[---]τον,review,review,Same
[---]ο++,review,review,Same
τίτθη,review,review,Same
τ+++,review,review,Same
[--]πλευς,review,review,Same
πινκίρνας,review,review,Same
πρῶτος,adjective,adjective,Same
νεῖλος,noun,noun,Same
((:quadrum,review,review,Same
cum,conjunction,conjunction,Same
linea)),adjective,adjective,Same
τος,adjective,adjective,Same
+αμονω,review,review,Same
ἐσφάγη,review,review,Same
tύχη,review,review,Same
τνα,review,review,Same
[---]μως,review,review,Same
[---]+χην,review,review,Same
ἐκρ,review,review,Same
απ,review,review,Same
δεδωκὼς,review,review,Same
πνεῦμα,noun,noun,Same
οξεy+t,review,review,Same
ἀσία,noun,noun,Same
δο,review,review,Same
ζητη,review,review,Same
λυκο,review,review,Same
ἡρακλείδης,review,review,Same
++τ+καθουροκεν,review,review,Same
τε,review,review,Same
((:imago,review,review,Same
incerta)),adjective,adjective,Same
κρόκης,review,review,Same
ος,review,review,Same
[---]+νηρθη,review,review,Same
μους,adjective,adjective,Same
αδελφ,review,review,Same
τησμ,review,review,Same
τρος,review,review,Same
+ονα,review,review,Same
αρα+,review,review,Same
ζ[-]τ,review,review,Same
[--]+οανα,review,review,Same
π++σαμενος,preposition,preposition,Same
[-]+,review,review,Same
[-]+γετρ+φορ+,review,review,Same
[-]+ω+++τ++,review,review,Same
[---]+,review,review,Same
[---]μ,review,review,Same
[---]οσα,review,review,Same
[---]ονα,review,review,Same
[---]++α,review,review,Same
φοῦσκος,review,review,Same
δι-,review,review,Same
κάζων,review,review,Same
λαρια,review,review,Same
[---]μοσε,review,review,Same
+++θωι,review,review,Same
++++ει,review,review,Same
++τεβη,review,review,Same
+εκισον,review,review,Same
ειποναν,review,review,Same
++εισθω++,review,review,Same
παρθένα,review,review,Same
σμυρναία,review,review,Same
((:figura,review,review,Same
gladiatoris)),review,review,Same
((:piscis,review,review,Same
natandus,review,review,Same
ad,preposition,preposition,Same
dext)),review,review,Same
[------]+ειντ[---],review,review,Same
+ν++++εισεθωκα[---],review,review,Same
βωφ+[-]++θ,review,review,Same
εεκα[---],review,review,Same
+ε+η++οσωρε[---],review,review,Same
χ+++θ+,review,review,Same
κο[---],review,review,Same
τα+[---],noun,noun,Same
τ++[---],review,review,Same
λειοντισ[,review,review,Same
],punctuation,punctuation,Same
[,punctuation,punctuation,Same
εὑ]ρὼν,pronoun,pronoun,Same
μοιχο[---],review,review,Same
κατέκτανε,verb,verb,Same
τιτ++[--]+ην++ω+,review,review,Same
+++τονμ++++ου,review,review,Same
++++++++++++++λε++η,review,review,Same
+++++++++++αν,review,review,Same
euseb++,review,review,Same
pit+++,review,review,Same
er,review,review,Same
καταχ,review,review,Same
αμαλ+,review,review,Same
ωδι,review,review,Same
νωζ,review,review,Same
ου+,review,review,Same
μιμοῦ,review,review,Same
ν++υω,preposition,preposition,Same
((:gladiator,review,review,Same
murmillo,review,review,Same
cum,conjunction,conjunction,Same
scuto)),review,review,Same
δηνάριαδ,review,review,Same
γρ+++,review,review,Same
αν+++,adjective,adjective,Same
γρα++,review,review,Same
α&#60;sup&#62;γ&#60;/sup&#62;+,adjective,adjective,Same
παρατ++δηνάρια,review,review,Same
γ,review,review,Same
((:gladiator,review,review,Same
cum,conjunction,conjunction,Same
palma,review,review,Same
ad,preposition,preposition,Same
sin)),conjunction,conjunction,Same
ἐξαπίνης,adverb,adverb,Same
ευ++++++++η,review,review,Same
ὀφθαλμοῖς+++,noun,noun,Same
αλλα,review,review,Same
λεγ,review,review,Same
λ++++,review,review,Same
[-------]++α,review,review,Same
[-----]++ενη,review,review,Same
[---]σαπατρος,review,review,Same
επεθη+η,review,review,Same
τω,adverb,adverb,Same
ρα,review,review,Same
θεαγένης,review,review,Same
νεικητής,review,review,Same
ο[---],adjective,adjective,Same
ψν[---],review,review,Same
α+ρα+α,adjective,adjective,Same
με+,pronoun,pronoun,Same
((:galea,review,review,Same
gladiatoris,review,review,Same
ad,preposition,preposition,Same
sin)),conjunction,conjunction,Same
((:gladiator,review,review,Same
secutor)),review,review,Same
διογένης,review,review,Same
ὁφθαλμούς,review,review,Same
α++ε,adjective,adjective,Same
+++++ισα,review,review,Same
σαρδιανοῖς,review,review,Same
οἷς,pronoun,pronoun,Same
πᾶν,adjective,adjective,Same
κλέος,noun,noun,Same
ἐστὶν,verb,verb,Same
κυρίους,review,review,Same
ε[---],verb,verb,Same
+σ,review,review,Same
καταποτα,review,review,Same
γραφιταυ[---],review,review,Same
σιπιλας[---],review,review,Same
μανης+[---],review,review,Same
ταῦτα,adjective,adjective,Same
λεγόμενος,review,review,Same
ἂν,review,preposition,NOT same
σοὶ,pronoun,pronoun,Same
δοκεῖ,verb,verb,Same
ἐγὼ,pronoun,pronoun,Same
γράφων,review,review,Same
+++++ς,review,review,Same
εἰμί,verb,verb,Same
ὀφθαλμοὺς,noun,noun,Same
εὐχαρειστῶ,review,review,Same
τῇ,pronoun,pronoun,Same
βαίτῃ,review,review,Same
θειῶδ’,review,review,Same
ἀγῶνα,noun,noun,Same
σ++,review,review,Same
ὑγείᾳ,review,review,Same
καιαποεανος,review,review,Same
εἴσις,review,review,Same
ἔψυγμε,review,review,Same
τρύφων,review,review,Same
ἐφέσιος,review,review,Same
χαρίας,review,review,Same
λουκος,review,review,Same
εὐξάμενος,participle,participle,Same
περὶ,preposition,preposition,Same
ὀφθαλμῶν,noun,noun,Same
λύχνους,review,review,Same
ἀπέδωκε,verb,verb,Same
ἔτους,noun,noun,Same
σι,verb,verb,Same
ναε,review,review,Same
πα+λικε+[---],review,review,Same
νειτη,review,review,Same
εισιν,review,review,Same
+++[---],review,review,Same
με+ατω+[---],pronoun,pronoun,Same
+ησαν+[---],review,review,Same
τικτομένη,review,review,Same
κατὰ,preposition,preposition,Same
πα+στ++,review,review,Same
[---]των,review,review,Same
[---]+hn+[---],review,review,Same
ψλα,review,review,Same
[-------]+[---],review,review,Same
[---]ντλ,review,review,Same
[---]+ατο,review,review,Same
κοντροκυνή&#60;:vacat&#62;,review,review,Same
γις,review,review,Same
((:gladiator,review,review,Same
ad,preposition,preposition,Same
dex,review,review,Same
secutor)),review,review,Same
εὐχαριστῶ,review,review,Same
&#60;ἀ&#62;ριθμὸς,review,review,Same
ατη,review,review,Same
((:naves)),review,review,Same
εἴσιδι,review,review,Same
αδι,review,review,Same
διασωθείς,review,review,Same
αδι’,review,review,Same
&#60;ἰσ&#62;ίδωρος,review,review,Same
((:leo)),review,review,Same
((:gladiator,review,review,Same
sine,preposition,preposition,Same
capite,noun,noun,Same
ad,preposition,preposition,Same
dex)),review,review,Same
((:gladiator,review,review,Same
cum,conjunction,conjunction,Same
scuto,review,review,Same
et,conjunction,conjunction,Same
ferro,noun,noun,Same
et,conjunction,conjunction,Same
palo,review,review,Same
ad,preposition,preposition,Same
dex,review,review,Same
provocator)),review,review,Same
((:gladiator,review,review,Same
cum,conjunction,conjunction,Same
palmis)),noun,noun,Same
ευο+++,review,review,Same
((:nave)),review,review,Same
[---]ος,review,review,Same
δικα[---],review,review,Same
ζοη,review,review,Same
ἄγγελος,noun,noun,Same
μέ,pronoun,pronoun,Same
ζήθι,review,review,Same
πν,review,review,Same
ζοή,review,review,Same
κοες,review,review,Same
[---]οις,review,review,Same
μνα,review,review,Same
++δε[-]ε,review,review,Same
((:hortus)),review,review,Same
χρυσοῖ,review,review,Same
δύο,numeral,numeral,Same
ματακαισω,review,review,Same
〚τ,review,review,Same
+〛,review,review,Same
((:duo,review,review,Same
naves)),noun,noun,Same
((:gladiator,review,review,Same
ad,preposition,preposition,Same
dex)),review,review,Same
[---]ν,review,review,Same
φιλεῖνος,review,review,Same
τη[---],noun,noun,Same
[---]ην,review,review,Same
οφιλ[---],review,review,Same
ιλειπο,review,review,Same
+++++[---],review,review,Same
δέκα,numeral,numeral,Same
ἐπὶ,preposition,preposition,Same
ρ,review,review,Same
πρὼ,review,review,Same
γαμεῖν,verb,verb,Same
πίνετε,verb,verb,Same
ηνην,review,review,Same
ἐμήσθη,review,review,Same
χα[---],review,review,Same
κυλίας,review,review,Same
χαρίτων,noun,noun,Same
ὑιείνου,review,review,Same
((:gladiator,review,review,Same
cum,conjunction,conjunction,Same
scuto,review,review,Same
ad,preposition,preposition,Same
sin,conjunction,conjunction,Same
hoplomachus)),review,review,Same
((:avis,review,review,Same
olor?)),review,review,Same
αβγυκφκ,review,review,Same
ψεζηκ,review,review,Same
εζ++κ,review,review,Same
κο+τη,review,review,Same
το++ουδιν,review,review,Same
τύχη,noun,noun,Same
〚+++[--]ω,review,review,Same
[--]σ〛,review,review,Same
φυλαξευ+οζυ,review,review,Same
γοκαμε+με,review,review,Same
κέλσου,review,review,Same
((:vir,review,review,Same
ad,preposition,preposition,Same
sin,conjunction,conjunction,Same
prospiciens)),review,review,Same
((:domus)),review,review,Same
((:stellae)),review,review,Same
((:camelus,review,review,Same
dromedarius,review,review,Same
cum,conjunction,conjunction,Same
cauda,noun,noun,Same
lodicem,review,review,Same
gerens,review,review,Same
ad,preposition,preposition,Same
dext,review,review,Same
incedens)),review,review,Same
τράλλεις,review,review,Same
πρώτη,adjective,adjective,Same
ἀνατολῆς,review,review,Same
(or,punctuation,punctuation,Same
ἀνατολῆς),review,review,Same
π+ρεις,preposition,preposition,Same
ηχα+η,review,review,Same
((:aedes,review,review,Same
cum,conjunction,conjunction,Same
columnis,review,review,Same
et,conjunction,conjunction,Same
scalis)),noun,noun,Same
((:gladiator,review,review,Same
murmillo,review,review,Same
galea,review,review,Same
et,conjunction,conjunction,Same
scuto,review,review,Same
armatus)),noun,noun,Same
((:gryllus,review,review,Same
feminae,review,review,Same
cum,conjunction,conjunction,Same
cornibus,noun,noun,Same
unguibus,noun,noun,Same
dentibus,noun,noun,Same
et,conjunction,conjunction,Same
alis,noun,noun,Same
falcem,noun,noun,Same
aut,conjunction,conjunction,Same
baculum,review,review,Same
tenentis)),review,review,Same
((:vir,review,review,Same
cervum,review,review,Same
equitans)),review,review,Same
((:cervus,review,review,Same
a,preposition,exclamation,NOT same
viro,noun,noun,Same
laqueo,noun,noun,Same
captus)),participle,participle,Same
nothus,review,review,Same
((:nomina,review,review,Same
favstvs,review,review,Same
et,conjunction,conjunction,Same
nothvs,review,review,Same
scripta,participle,participle,Same
in,preposition,preposition,Same
forma,noun,noun,Same
trium,numeral,numeral,Same
navium,noun,noun,Same
nothvs,review,review,Same
bis)),adverb,adverb,Same
((:feliciter,review,review,Same
in,preposition,preposition,Same
forma,noun,noun,Same
navis,noun,noun,Same
scriptum)),participle,participle,Same
((:caput,review,review,Same
viri,noun,noun,Same
barbati)),review,review,Same
((:nomen,review,review,Same
c(aius),conjunction,conjunction,Same
iunius,adjective,adjective,Same
in,preposition,preposition,Same
forma,noun,noun,Same
navis,noun,noun,Same
scriptum)),participle,participle,Same
