"EDR092812","Textus secundum (1)<br>in minuti caratteri (1)"
"EDR163898","Textus secundum (1)."
"EDR168479","Textus secundum (1)<br>Pictura in eodem triclinio Paridis iudicium demonstrat (1)"
"EDR168480","Textus secundum (1).<br>v. 1: Ti. Com(mu)nis?<br>v. 1: alt. 0,8 cm.<br>v. 3: II scriptum pro littera E."
"EDR168481","Textus secundum (1).<br>Litteris corrosis (2).<br>v. 1: VI K(alendas) Fe(bruarias) vel Fe(lix). Idem nomen, Felix, in similibus titulis cum datis, EDR168160 et EDR168161, nominatur.<br>v. 2: S(emis?)<br>v. 1. alt. 0,6 cm. (1)"
"EDR168483","Textus secundum (4), aliter (1) et (2).<br>v. 1: S(b)urrento? (1)<br>Ultima littera S non est in apographum apud (1), sed in foto apud (3) videtur.<br>v. 1: alt. 0,6 cm."
"EDR163528","Textus secundum (1).<br>v. 1: alt. 22 cm."
"EDR163692","Textus secundum (1).<br>Ad sinistram et superior EDR163693."
"EDR163693","Textus secundum (1).<br>Neglegenter scripta (1)<br>GRAVID(O ME TE)NET proponitur (1), sed spatium uni soli litterae extat.<br>v. 1: II scriptum pro littera E.<br>Ad dextram EDR163692."
"EDR163694","Textus secundum (1).<br>Litteris subtilibus eleganter scripta (1)<br>Littera L alta est.<br>Ad dextram EDR163693."
"EDR163695","Textus secundum (1).<br>Neglegenter scripta (1)<br>Ad dextram EDR163694."
"EDR163699","Textus secundum (1).<br>Tertia littera ut alta I scripta est.<br>Infra EDR163698."
"EDR167443","Textus et mensurae secundum (1), periit a. 2011 (2). Contulerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019; vestigia remanent.<br>v. 1: ABCDEFGHI (stria 15), KL (fasciola inter strias 15 et 16), MNOPQ (stria 16), R (fasciola inter strias 16 et 17), STVX (4).<br>Supra EDR167442<br>In eadem columna EDR167427, EDR167428, EDR167429, EDR167430, EDR160169"
"EDR168078","Textus secundum (2), mensura secundum (3); periit (3)(4). Contulerunt et non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019.<br>Textus descriptus sic: disegnino di uno scudo gladiatorio rettangolare longitudinalmente curvato (1).<br>In eadem columna EDR167426, EDR167950, EDR168080."
"EDR168079","Textus secundum (2), mensurae secundum (3). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: Prora navis a. 2019 abrasa et mutila (3).<br>Pone EDR167777<br>Sub EDR167841<br>Supra EDR167832"
"EDR168081","Textus secundum (1). Mensurae secundum (2). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: Summa navis mutila (1)-(2).<br>Ante EDR168126<br>Pone EDR167841<br>Sub EDR167838<br>Supra EDR168127"
"EDR168108","Textus secundum (3), mensurae seuncundum (4). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>Ante EDR168109<br>Pone EDR167816<br>In velis huius navis titulus EDR167821 (O · Ephaprodite · nitu) scriptus est."
"EDR168109","Textus secundum (1), mensurae secundum (2). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>Pone EDR168108, fortasse eadem manu (2)."
"EDR168126","Textus secundum (3), mensurae secundum (4). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: Solum unus piscis a. 2019 lapsu tectorii exstat (4).<br>Ante EDR168136<br>Pone EDR168081"
"EDR168128","Textus secundum (3), mensurae secundum (4). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>Ante EDR167811<br>Pone EDR168081<br>Sub EDR168126, EDR168081<br>Supra EDR167843"
"EDR168129","Textus secundum (3), mensurae secundum (4). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>Ante EDR167856<br>Ante et supra EDR167841, EDR167829"
"EDR168130","Textus secundum (3), mensurae secundum (4). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>Ante et sub EDR167844<br>Pone et sub EDR167811, EDR168134"
"EDR168350","Textus secundum (1).<br>Ad sinistram EDR168352.<br>Infra EDR168161."
"EDR168352","Textus secundum (1).<br>Ad dextram EDR168350.<br>Ad sinistram EDR168353.<br>Infra EDR168161."
"EDR168353","Textus secundum (1).<br>Ad dextram EDR168351.<br>Infra EDR168161."
"EDR168484","Textus secundum (1)."
"EDR168485","Textus secundum (1).<br>II scriptum pro littera E."
"EDR168487","Textus secundum (1).<br>"
"EDR168488","Textus secundum (1)."
"EDR150907","Textus et mensurae secundum (1)"
"EDR163698","Textus secundum (1)<br>v. 1: scriptum FYII\IS FIILAI  (1)<br>La lecture est douteuse? (3)<br>Supra EDR163699"
"EDR167662","Textus secundum (2), mensurae secundum (6). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: PADIVS (5).<br>Titulus descriptus ut: Bartstoppeln am Kinn oder Inschrift ? Portrait eines Boxers (zerschlagenes Auge und Ohr?) (5).<br>Textus ex ordine nominum aetate Augusti scriptus est (1).<br>Pone EDR167913<br>Hic titulus titulo EDR148381 partim obtegitur, quare antiquior est (6)."
"EDR167714","Textus et mensura secundum (2). Contulerunt et non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019.<br>Titulus descriptus sic: disegnino schematico di un bustino virile a sinistra (1), viri herma ad sin. conversa (2), männliche Büste nach links."
"EDR168486","Textus secundum (1), emendavit Lundqvist a. 2018<br>Mensurae factae a Lundqvist secundum apographum apud (1), quod est in ratione 1:2.<br>Aliquae litterae in pariete non scriptae sunt. Scriptor scripsisse videtur: (L)OCU(S) (E)ST R(U)FINAE<br>v. 1: (l)ocus (t)r(u)finae? (1)<br>Rufina nominatur in EDR163606."
"EDR168489","Textus secundum (1).<br>v.1. alt. 25,0 cm.<br>v.2. valde incertus, fortasse AED in nexus."
"EDR168648","Textus secundum (1)"
"EDR159867","Textus secundum (1)-(2); mensura secundum (1).<br>Hic titulus et EDR159866 colore rubro scribi dicuntur (1); picturae videntur.<br>Contulerunt sed non invenerunt Hicks, Rebman, Rasmussen, Nyhuis, Helms (HGP) a. 2014<br>Prope EDR140669 et EDR159866"
"EDR167553","Textus et mensurae secundum (2), periit (3). Contulerunt et lapsu tectorii non invenerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 1: secunda littera similis formae Graecae litterae beta scripta est (3), ut videtur apud imaginem (2)<br>v. 1: Questo inizio d'alfabeto è tracciato verticalmente da su in giù (1), ad perpendiculum (hic, deorsum) scriptus (3)<br>In eadem columna EDR127212 (stria 9)"
"EDR151447","Textus secundum (1)<br>v. 1: CONT(?), lectio prior sed incertior apud (1)<br>Iuxta EDR159667"
"EDR150860","Textus et mensurae secundum (1); periit (2)"
"EDR167506","Textus secundum (2). Contulerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019.<br>v. 1: Persi(?) (2)<br>Eadem altitudine EDR168105 ((:caput hominis)) in proxima stria, quocum hic titulus editus est apud (1).<br>In eadem columna EDR167507 et EDR168104."
"EDR167999","Textus et mensura secundum (1). <br>Locus titulus sic: sulla malta della muratura che ritorna nuda verso lo spigolo nord-ovest della Palestra (1); in muri septentionalis pariete exteriore prope angulum inter septentrionem et occidentem (2)<br>In eodem loco EDR167996, EDR167998, EDR168001."
"EDR167567","Textus secundum (1), mensurae secundum (2). Contulit Sypniewski ad schedas Della Corte apud Institutum Getty a. 2018. Contulerunt Sypniewski et Benefiel (AGP) a. 2019. Lapsu tectorii periit (3).<br>v. 1: litterae retroversae sunt, littera T etiam inversa scripta est.<br>v. 1: ad perpendiculum (hic, deorsum) scriptus est.<br>Supra et fortasse coniungendus est cum EDR127406 (4).<br>Aliud alphabetum in eadem columna (EDR167568, in stria 9) etiam ad perpendiculum scriptum est.<br>In eadem columna EDR167439, EDR167440, et EDR167441 (stria 6), EDR128776 (stria 7), EDR128777 et EDR167568 (stria 9), EDR127429 (stria 15)."
"EDR167618","Textus secundum (4), aliter (1)-(2); mensurae secundum (4). Contulerunt et Sypniewski et Benefiel (AGP) a. 2019.<br>vv. 1-3: Ex vestigiis lectio (apud 1, 2) dubia est (3). Damna tectorii lectionem difficilem faciunt (4).<br>v. 1: C. VESIUM A(edilis) (1); C. VESTURI(US) AED(ilis) (2)<br>v. 1: penultima littera ut M fortasse potest legi (4)<br>v. 2: C CAESI(um) (1), C. CAESI(. .) (2)<br>v. 3: P (1), P  \ (2); littera P sola et linea aliena (4)<br>In eadem columna EDR128291 (stria 10), EDR128287 (striae 7, 12, 17)"
"EDR167619","Textus secundum (2), mensurae secundum (4). Contulerunt Benefiel et Sypniewski (AGP) a. 2019, tantum vestigia in tectorio corroso videntur.<br>vv. 1-3: altitudo tituli ex apographo apud (2)<br>v. 1: secundum apographum apud (2), VS in nexu scriptae sunt (4)<br>v. 3: UBIQ(UE SALUTEM) (1)-(2)<br>v. 1: Apsyrtus pro Absyrtus (1), sed nomen in titulis Romanis semper ut Apsyrtus scriptus est. (4)<br>&#7948;&#968;&#965;&#961;&#964;&#959;&#962; est nomen regis Colchidis.<br>Apsyrtus etiam in col. VIII in campo apud amphitheatrum videtur (EDR128292)<br>In eadem columna EDR128751 (stria 6, 7), EDR128286 (stria 15)"
"EDR167625","Textus secundum (4). Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>Litteris tenuibus nunc valde evanidis (3)-(4). <br>v. 1: D V D = D(VVM) V(IR) (IVRE) (DICVNDO) (1); non expedivi (2)<br>Nunc solum vestigia, V &#923;, remanent (4).<br>Infra EDR167625 (stria 6); prope EDR128769 et EDR128770 (stria 7)<br>In eadem columna EDR128772 (stria 11), EDR128773 (stria 12), EDR127297 (stria 15), EDR127403 (striae 1, 2, 8, 12, 14, 20)"
"EDR167404","Textus secundum (2)-(3); mensura secundum (1). Maxima ex parte perierunt (3), periit (4). Contulerunt et non invenerunt tectorii lapsu Benefiel et Sypniewski (AGP) a. 2019.<br>vv. 1-2: lectio dubia (4)<br>v. 1: &#916;&#917;&#929;&#915;&#921;&#913;&#935;&#913;&#921; vel &#916;&#917;&#929;&#932;&#921;&#913;&#935;&#913;&#921; (1)-(2)<br>v. 2: &#922;&#913;&#925;(&#921;)&#932;&#929;&#921;&#913;? (1), &#922;&#913;&#925;&#932;&#929;&#921;&#913;(??) (2)<br>In eadem columna EDR167405, EDR167409 (stria 4); EDR167407 (striae 7-11); EDR167406 (stria 11); EDR167408 (stria 18)"
"EDR167863","Textus et mensurae secundum (2),(4). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: Litterae STVS lapsu tectorii perierunt (4). Olim T alta 5,0 cm (2).<br>Ante EDR167788<br>Pone EDR167810<br>Supra EDR167778"
"EDR167913","Textus secundum (1), mensurae secundum (3). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>Ante EDR148381, EDR167662<br>Pone EDR167912, EDR167857, EDR167806, EDR167814<br>Supra EDR167912, EDR167814, EDR167914"
"EDR167915","Textus et mensurae secundum (3). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: ultima L et lacuna omittuntur (1). Interpuncta, quae tempore priore visa erant (2), iam evanuerunt et ultimae duae litterae, S et L, mutilae sunt (3).<br>Quidam Q. Postumius erat candidatus aedilitatis Pompeiis, cf. EDR147651<br>Pone EDR167814, EDR148381<br>Sub EDR167914, EDR167806, EDR167913, EDR167662, EDR148381, EDR148416"
"EDR168004","Textus secundum (2)(4), mensurae secundum (4). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: littera E scriptum ut II; V non omnino certa (1); littera quinta etiam R fortasse legi potest; ultima littera instar litterae O mutilae (1), S (2); ultima a. 2019 non iam exstat (4). <br>v. 1: de nomine NICEDIVS, cf. NICIDIVS in AE 1927, 112 (2). NICEDIVS pro NIGIDIVS (3).<br>Ante EDR168057<br>Pone EDR148416<br>Supra EDR168005"
"EDR167568","Textus et mensurae secundum (2).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019; lapsu tectorii periit (3).<br>v. 1: ad perpendiculum (hic, deorsum) scriptus est.<br><br>Aliud alphabetum in eadem columna (EDR167567, in stria 4) etiam ad perpendiculum scriptum est.<br><br>Infra et in eadem stria EDR128777<br>In eadem columna EDR167567 et EDR127406 (stria 4); EDR167439, EDR167440, et EDR167441 (stria 6); EDR128776 (stria 7); EDR127429 (stria 15)<br>"
"EDR168058","Textus secundum (2)(3), et mensurae secundum (3). Contulerunt et emendaverunt Benefiel, DiBiasie-Sammons, et Helms (AGP) a. 2019. <br>v. 1: ABCDIFGH///// (1), post H etiam litterae I et L leguntur (2); littera quinta E potius quam I legenda est (3).<br>v. 1: Litterae AB iam mutilae; IL mutilae et partim sub tectorio nostrae aetatis (3).<br>Pone EDR167049 (FAVSTVS), cuius S excipit litteram A huius tituli.<br>Supra EDR168494, EDR167545"
"EDR168148","Textus et notae criticae secundum (3), mensurae secundum (1)<br>Lingua Safaitica est qua olim nomades Syriaci usi sunt.<br>Pone EDR168152"
"EDR168152","Textus et notae criticae secundum (4), mensurae secundum (1)<br>Lingua Safaitica est qua olim nomades Syriaci usi sunt.<br>v. 1: phot. in (3) invertitur.<br>Sub EDR168149. Pone EDR168154 et superius."
"EDR168168","Textus et notae criticae secundum (4).<br>Lingua Safaitica est qua olim nomades Syriaci usi sunt.<br>Titulus olim cum EDR168178 coniunctus est (1)-(2); seiungendi sunt (4).<br>Sub EDR168167, pone EDR168178, supra EDR168179."
"EDR168179","Textus et notae criticae secundum (4), mensurae secundum (1)<br>Lingua Safaitica est qua olim nomades Syriaci usi sunt.<br>Pone EDR168168 et EDR168178 et inferius."
"EDR168761","Textus secundum (1).<br>II scriptum pro littera E."
"EDR168762","Textus secundum (1)."
"EDR167585","Textus secundum (2), periit (3).<br>Contulerunt et non invenerunt Sypniewski et Benefiel a. 2019 (AGP). Omne tectorium huius columnae (et quod in columnis XVI-XXI a. 1939 exstabat) nunc caret.<br>Stria 15: A<br>Stria 16: BCD<br>Stria 17: EF; II pro littera E scripta<br>Striae 18-20, 1-2: 'monco nel mezzo' (1), certe aliae litterae (G-L) quondam exstabant.<br>Striae 3-11: MNOPQRSTV in striis singulis<br>In eadem columna EDR127427, EDR127192, EDR127843, EDR127848, EDR127850, EDR127979"
"EDR167586","Textus secundum (3). Contulerunt E. Zimmermann Damer et R. Benefiel a. 2019 (AGP).<br>Striae 14-17: ABCD; striae 2-12: KLMNOPQRSTV (1)(2)<br>Stria 13: littera X adhuc videtur (3), itaque litterae alphabeti in omnibus striis columnae scribuntur (3)<br>In eadem columna EDR127973, EDR167627, EDR127975, EDR127980, EDR167476, EDR127971, EDR127981, EDR127982"
"EDR167628","Textus et mensurae secundum (2), periit (3). Contulerunt et, tectorio nunc abraso, non invenerunt Sypniewski et Benefiel (AGP) a. 2019.<br>Titulus in fasciola inter strias 15-16 scriptus est (2)<br>v. 1: A ad L (1)-(2); litterae E-L abradi videntur ex schedis Marichal apud (3), nunc omnes perierunt. <br>v. 1: C et D in nexu in apographo apud (3); II pro littera E scriptum<br>Permulti tituli in eadem columna inveniuntur:  EDR127816, EDR127817, EDR127818 (stria 5); EDR127819 (stria 6); EDR127820 (stria 6-10); EDR127821 (stria 6-7), EDR127822 (stria 7); EDR127823 (stria 10);  EDR127824, EDR073638 (stria 11); EDR127826, EDR127827 (stria 14); EDR127140, EDR127231, EDR127233, EDR127234 (stria 15); EDR167628 (stria 16-17)<br><br>"
"EDR168059","Textus et notae criticae secundum (4), mensurae secundum (1)<br>Lingua Safaitica est qua olim nomades Syriaci usi sunt.<br>Ante EDR168167, EDR168178, EDR168168."
"EDR168149","Textus secundum (4), mensurae secundum (1)<br>Lingua Safaitica est qua olim nomades Syriaci usi sunt.<br>v. 1: littera secunda quae mutila est, aut &#702; aut &#7779; aut h aut y legenda est (4). Phot. in (3) invertitur.<br>Supra EDR168152. Pone EDR168156 et EDR168166 et inferius."
"EDR168154","Textus et notae criticae secundum (3), mensurae secundum (1)<br>Lingua Safaitica est qua olim nomades Syriaci usi sunt.<br>Ante EDR168152 et inferius."
"EDR168178","Textus et notae criticae secundum (4)<br>Lingua Safaitica est qua olim nomades Syriaci usi sunt.<br>Titulus olim cum EDR168168 coniunctus est (1)-(2); seiungendi sunt (4).<br>Sub EDR168167, ante EDR168178, supra EDR168179."
"EDR167546","Textus secundum (3). Periit (4). Frustra quaesiverunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: K alta 1,0 cm. (3)<br>v. 2: &#960;&#965;&#947;&#943;&#950;&#953; pro &#960;&#965;&#947;&#943;&#950;&#949;&#953; (1)-(3)  <br>Ante EDR167545"
"EDR167551","Textus et mensurae secundum (5). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: idem nomen apparet etiam apud EDR167552<br>v. 1: Secundum (4), littera &#929; nunc periit, sed a. 2019 vestigia visa sunt (5)<br>Ante EDR167837, EDR167552<br>Pone EDR167824<br>Sub EDR167837<br>Supra EDR167824, EDR167842"
"EDR167552","Textus secundum (3)-(4), mensurae secundum (4). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: locus inventionis in Basilica est (1), quam ob rem Gell castigatur in (3).  incertum est utrum hic titulus in (1) exhibeatur an EDR167551 (3).<br>v. 1: litterae &#917;&#929;&#937; iam a. 2019 mutilae, &#931; periit lapsu tectorii (4).<br>Hic titulus scriptus est in v. 1 tituli EDR167837.<br>Pone EDR167551"
"EDR167573","Textus secundum (1), mensurae secundum (3). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>Hic titulus scriptus est in v. 3 tituli EDR167837.<br>Pone et sub EDR167552"
"EDR167574","Textus secundum (8). Contulit Sypniewski ad schedas Della Corte apud Institutum Getty a. 2018. Benefiel et Sypniewski (AGP) a. 2019 contulerunt et emendaverunt apud apographum ex Instituto Getty et apographa (1) et (2). Lapsu tectorii periit (8)<br>v. 1: A pro A(ssibus) exstat in schedis Della Corte et tunc in transcriptione sed non in apographo apud (1), littera A caret in apographo et transcriptione apud (2), sed finis versus 1 pretium dare videtur.<br>v. 1: POMPE(IIS) IV(?) A III S (1) - POMPE(IIS) IV(...?) (assibus) III S(emis) (2)<br>vv. 3-4: sequimur lectionem quae clare in aprographis apud (1) et (2) videtur: A(sse) S(emis) (8).<br>VINVM A S / CASIVM A S (1) - VINVM A(sse) I / CASIVM A(sse) I (2)<br>v. 6: PANEM A II (1) - PANEM A(ssibus) II S(emis) (2) - PANEM A(ssibus) I S(emis) (8), secundum apographa apud (1) et (2).<br>Alter index ciborum cum pretiis in stria 13 eiusdem columnae ad EDR128734 invenitur.<br>Infra EDR167447 et supra EDR128290 et EDR167446.<br>Permulti titulti, quorum multi imagines sunt, in hac columna inveniuntur: EDR127405, EDR167451, EDR167453 (stria 5), EDR168101, EDR167581, et EDR127191 (stria 7), EDR127829, EDR127830, EDR127831, EDR128660 (stria 8), EDR128661 et EDR128733 (stria 9), EDR127828 et EDR128734 (stria 13), EDR128662 (stria 14), EDR127081 (stria 15), EDR128738 et EDR167583 (stria 16), EDR128663 (stria 10, 12, 15-16, 17)."
"EDR167589","Textus secundum (3); mensurae secundum (2); periit (3). Contulerunt Sypniewski et Benefiel (AGP) a. 2019; tectorio corroso non invenerunt.<br>v. 1: ordo litterarum post H turbatus est (2)<br>v. 1: II pro littera E scripta <br>v. 1: ultima littera ut S (1), dimidium &#931; (2), S retrogradum (3) <br>Permulti tituli in eadem columna inveniuntur: EDR127816, EDR127817, EDR127818 (stria 5); EDR127819 (stria 6); EDR127820 (stria 6-10); EDR127821 (stria 6-7), EDR127822 (stria 7); EDR127823,  EDR073638 (stria 10);  EDR127826, EDR127827 (stria 14); EDR127140, EDR127231, EDR127233, EDR127234 (stria 15); EDR167628 (stria 16-17)"
"EDR167627","Textus secundum (2), aliter (1). Contulerunt E. Zimmermann Damer et R. Benefiel a. 2019 (AGP) et non invenerunt. Tectorio nunc abraso, periit (3). <br>v. 1: A (1); non expedivi (2)<br>In eadem columna EDR127973, EDR127975, EDR127980, EDR167476, EDR127971, EDR127981, EDR127982, EDR167586"
"EDR167629","Textus et mensurae secundum (2).  Contulerunt H. Sypniewski et R. Benefiel a. 2019 (AGP) et non invenerunt. Tectorio nunc abraso, periit (3).<br>v. 1: ABCDEF (1)<br>v. 1: II pro littera E scriptum <br>Prope EDR128098 (stria 15)<br>In eadem columna EDR127810 (stria 4); EDR167500 (stria 6); EDR127811 (stria 8); EDR127813 (stria 12); EDR128097 (striae 8-9)"
"EDR167630","Textus secundum (4). Mensura secundum (2); periit (3). Contulerunt Benefiel et Sypniewski (AGP) a. 2019, et tectorio corroso non invenerunt; emendaverunt ad apographum apud (3). <br>v. 2: STRATVS (1)-(2), S[---]A[-]VS (3) <br>v. 3: VEN(ustus?) (1)-(2) <br>v. 4: QVINITV (1), QVIINITV(S) pro QVINTVS? (2)<br>v. 5: lectio incerta est (4).  M. LICINIVS legit Marichal in schedis apud (3).<br>In eadem columna EDR127845 (stria 1), EDR167631 (stria 3), EDR128063 (stria 4),  EDR167502 (stria 6), EDR167630 (stria 15)"
"EDR167631","Textus et mensurae secundum (2). Contulerunt H. Sypniewski et R. Benefiel a. 2019 (AGP) et non invenerunt. Tectorio nunc abraso, periit (3).<br><br>Hic titulus et duo alteri, prope in hac columna, in tribus litteris consistunt: PVB in stria 1, (EDR127845), OBR in stria 4 (EDR128063). <br>Etiam in eadem columna EDR167502 (stria 6), EDR167630 (stria 15)."
"EDR167645","Textus et mensurae secundum (2). Periit (3). Contulerunt H. Sypniewski et R. Benefiel a. 2019 (AGP) et tectorio nunc abraso non invenerunt. <br>In eadem columna EDR127396 (stria 13); EDR128064 et EDR167503 (stria 15); EDR128065 (stria 17)."
"EDR167646","Textus secundum (2); mensurae secundum (3).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 2: Littera H nunc caret, etiamsi tectorium in bona statu remanet (3).<br>Hic titulus est unus ex quinque titulis Graecis in campo ad amphitheatrum.<br>Prope EDR128276 (stria 13)<br>In eadem columna EDR127147 (stria 4), EDR128084 (striae 5-6); EDR128277, EDR128278 (stria 14); EDR127399 (striae 15-16)"
"EDR167409","Textus et mensurae secundum (2).  Maxima ex parte perierunt (3), periit (4). Contulerunt et non invenerunt tectorii lapsu Benefiel et Sypniewski (AGP) a. 2019.<br>In eadem stria EDR167405<br>In eadem columna EDR167404 (stria 1); EDR167407 (striae 7-11); EDR167406 (stria 11); EDR167408 (stria 18)"
"EDR167581","Textus secundum (3).  Contulerunt et emendaverunt Benefiel et Sypniewski (AGP) a. 2019.<br>Mensurae secundum (2)<br>v. 1: omittitur ultima I (1)<br>v. 2: littera ultima I (2)<br>In eadem columna EDR167574, EDR128290, EDR167446, EDR167447, EDR127405, EDR167451, EDR167453, EDR127191, EDR127829, EDR127830, EDR127831, EDR128660, EDR128661, EDR128733, EDR127828, EDR128734, EDR128662, EDR127081, EDR128738, EDR128663, EDR167583, EDR168101"
"EDR167583","Textus secundum (4), mensurae secundum (2). Contulerunt et emendaverunt ad apographum apud (3) Benefiel et Sypniewski (AGP) a. 2020.  Non invenerunt Benefiel et Sypniewski in situ Pompeiis a. 2019 quod lapsu tectorii totius columnae titulus periit.<br>v. 2: lat.: 4,5; litt. alt.: 4,0-6,0 (2)<br>Palma et littera M (1) et plane videntur in apographo apud (3), sed omissae sunt (2)<br>Littera M fortasse aliena, super (aut sub?) litteras B&#915; scripta esse videtur<br>Alterum alphabetum Graecum in eadem columna exstat (EDR167581)<br>Infra EDR128738 (trophaeum?)<br>Permulti tituli, quorum multi imagines sunt, in hac columna inveniuntur: EDR167447, EDR167574, EDR128290 et EDR167446 (stria 4); EDR127405, EDR167451, EDR167453 (stria 5); EDR168101, EDR167581, et EDR127191 (stria 7); EDR127829, EDR127830, EDR127831, EDR128660 (stria 8); EDR128661 et EDR128733 (stria 9); EDR127828 et EDR128734 (stria 13); EDR128662 (stria 14); EDR127081 (stria 15); EDR128663 (stria 10, 12, 15-16, 17)"
"EDR167626","Textus secundum (2), periit (3). <br>Contulerunt et non invenerunt Sypniewski et Benefiel (AGP) a. 2019. Omne tectorium columnae (et quod in columnis XVI-XXI a. 1939 exstabat) nunc caret.<br><br>vv. 1-2: C.T.V. /...? (2)<br>v. 1: TV sine dubio; prima littera C aut S aut aliquid signum? (3)<br>v. 2: B aut R? (3); B (1); ...? (2)<br>vv. 1-3: 'In coincidenza con una grande B, prima le tre iniziali di un altro cittadino, e poi, di altro carattere: ded(...?)' (1)<br>Infra EDR128737<br>In eadem columna EDR127422, EDR128737, EDR127193, EDR167661, EDR127410, EDR175186, EDR127412, EDR127416, EDR127417, EDR127420, EDR127422"
"EDR167647","Textus secundum (2), mensurae secundum (3). Contulerunt Benefiel et Sypniewski (AGP) a. 2019.<br>Littera A cum media linea obliqua scripta est; littera B ad perpendiculum (hic, deorsum) scripta est.<br>In eadem columna et prope EDR128053, EDR127366 (stria 12); EDR128052 (stria 14); EDR127572 (stria 15)"
"EDR168048","Textus secundum (7), mensurae secundum (20). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>Tectorium in multis locis in pulverem corruit. Ex PROPITIA ad CONCORDES solum vestigia dubia remanent (20).  <br>v. 1: interpuncta post METHE, COMINIAES, ATELLANA, AMAT, CHRESTVM et POMPEIANA (1); post CORDE, SIT, VTREISQVE, VENVS, POMPEIANA, PROPITIA, ET, et CONCORDES (2). a. 2019 solum interpuncta post CHRESTVM et POMPEIANA exstant (20).<br>COMINIAES genitivus (1), (11); COMINIAE S(ERVA) (9)<br>CHRESTVM pro CHRISTVM (10), contra (13).<br>VTREISQVE (1)(2)(5); VTREIS QVE (7)(15)(20)<br>Littera E in ET scriptum ut II (5)<br>[S]EM[PER] (1)-(2); SEM[P]E[R] (6)<br>Ante finem aetatis Augusti (13)  <br>Pone EDR168057"
"EDR168005","Textus secundum (6), mensurae secundum (7). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>Ante EDR168057<br>Pone EDR167915, EDR148416<br>Sub EDR168057, EDR168004<br>Supra EDR167915"
"EDR167405","Textus et mensurae secundum (2); Maxima ex parte perierunt (3), periit (4). Contulerunt et non invenerunt tectorii lapsu Benefiel et Sypniewski (AGP) a. 2019.<br>v. 1: DVD pro D(VVM) V(IR IURE) D(ICUNDO) (?) (2)<br>In eadem stria EDR167409<br>In eadem columna EDR167404 (stria 1); EDR167407 (striae 7-11); EDR167406 (stria 11); EDR167408 (stria 18)"
"EDR167403","Textus secundum (2); mensurae secundum (4). Contulerunt Benefiel, Zimmermann Damer, et Sypniewski (AGP) a. 2019.<br>v. 1: trans tres strias et duas fasciolas scriptus; signum inter C et O apparet ut parva littera V supra lineam (4)<br>v. 1: tertia littera similis litterae T inversae apud (1)-(2), sed tectorium litteram I mostrat (4)<br>v. 1: P. COEL(I)VS (?) (1), P. COEL(I)VS (2)<br>Hic est solus titulus in columna scriptus."
"EDR167820","Textus et mensurae secundum (3). Contulerunt et emendaverunt Benefiel, DiBiasie-Sammons, et Helms (AGP) a. 2019.<br>v. 1: pedicoATR  IIIV (1). <br>v. 1: V&#803;T&#803;R&#803; IIII&#803;V: litterae imo iam mutilae lapsu tectorii.<br>Littera E scriptum ut II.<br>Ante EDR167815, EDR167816<br>Pone EDR167775<br>"
"EDR167821","Textus et mensurae secundum (7). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: ad initium &#920;, i.e. theta nigrum (1), sed minime vero (3); A&#934;RODITE (4); ad finem NI TV (2).<br>v. 1: ad initium, iam multae litterae lapsu tectorii perierunt (7).<br>Hic titulus in velis navis EDR168108 scriptus est.<br>Ante EDR168109<br>Pone EDR167816"
